grid_id,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9
358,"('New York Yankees', 'Los Angeles Dodgers')","('New York Yankees', 'Gold Glove')","('New York Yankees', '100+ Run Season Batting')","('New York Mets', 'Los Angeles Dodgers')","('New York Mets', 'Gold Glove')","('New York Mets', '100+ Run Season Batting')","('St. Louis Cardinals', 'Los Angeles Dodgers')","('St. Louis Cardinals', 'Gold Glove')","('St. Louis Cardinals', '100+ Run Season Batting')"
359,"('Toronto  Blue Jays', 'Los Angeles Angels')","('Toronto  Blue Jays', 'Cincinnati Reds')","('Toronto  Blue Jays', 'Pitched min. 1 game')","('Minnesota Twins', 'Los Angeles Angels')","('Minnesota Twins', 'Cincinnati Reds')","('Minnesota Twins', 'Pitched min. 1 game')","('Hall of Fame', 'Los Angeles Angels')","('Hall of Fame', 'Cincinnati Reds')","('Hall of Fame', 'Pitched min. 1 game')"
360,"('Cleveland Guardians', 'Texas Rangers')","('Cleveland Guardians', 'Played Left Field min. 1 game')","('Cleveland Guardians', '2000+ K Career Pitching')","('Houston Astros', 'Texas Rangers')","('Houston Astros', 'Played Left Field min. 1 game')","('Houston Astros', '2000+ K Career Pitching')","('Washington Nationals', 'Texas Rangers')","('Washington Nationals', 'Played Left Field min. 1 game')","('Washington Nationals', '2000+ K Career Pitching')"
361,"('San Francisco Giants', 'Seattle Mariners')","('San Francisco Giants', 'Oakland Athletics')","('San Francisco Giants', '.300+ AVG Season Batting')","('Detroit Tigers', 'Seattle Mariners')","('Detroit Tigers', 'Oakland Athletics')","('Detroit Tigers', '.300+ AVG Season Batting')","('Played Shortstop min. 1 game', 'Seattle Mariners')","('Played Shortstop min. 1 game', 'Oakland Athletics')","('Played Shortstop min. 1 game', '.300+ AVG Season Batting')"
362,"('Chicago Cubs', 'Atlanta Braves')","('Chicago Cubs', '100+ RBI Season Batting')","('Chicago Cubs', '10+ Win Season Pitching')","('Milwaukee Brewers', 'Atlanta Braves')","('Milwaukee Brewers', '100+ RBI Season Batting')","('Milwaukee Brewers', '10+ Win Season Pitching')","('New York Mets', 'Atlanta Braves')","('New York Mets', '100+ RBI Season Batting')","('New York Mets', '10+ Win Season Pitching')"
363,"('200+ Hits Season Batting', '2000+ Hits Career Batting')","('200+ Hits Season Batting', '30+ HR Season Batting')","('200+ Hits Season Batting', 'Played Outfield min. 1 game')","('Rookie of the Year', '2000+ Hits Career Batting')","('Rookie of the Year', '30+ HR Season Batting')","('Rookie of the Year', 'Played Outfield min. 1 game')","('Only One Team', '2000+ Hits Career Batting')","('Only One Team', '30+ HR Season Batting')","('Only One Team', 'Played Outfield min. 1 game')"
364,"('Played Catcher min. 1 game', 'Played First Base min. 1 game')","('Played Catcher min. 1 game', 'Played Second Base min. 1 game')","('Played Catcher min. 1 game', 'Played Shortstop min. 1 game')","('Played Third Base min. 1 game', 'Played First Base min. 1 game')","('Played Third Base min. 1 game', 'Played Second Base min. 1 game')","('Played Third Base min. 1 game', 'Played Shortstop min. 1 game')","('Played Right Field min. 1 game', 'Played First Base min. 1 game')","('Played Right Field min. 1 game', 'Played Second Base min. 1 game')","('Played Right Field min. 1 game', 'Played Shortstop min. 1 game')"
365,"('Baltimore Orioles', 'Cleveland Guardians')","('Baltimore Orioles', 'Los Angeles Dodgers')","('Baltimore Orioles', 'All Star')","('Toronto  Blue Jays', 'Cleveland Guardians')","('Toronto  Blue Jays', 'Los Angeles Dodgers')","('Toronto  Blue Jays', 'All Star')","('San Diego Padres', 'Cleveland Guardians')","('San Diego Padres', 'Los Angeles Dodgers')","('San Diego Padres', 'All Star')"
366,"('Chicago  White Sox', 'Atlanta Braves')","('Chicago  White Sox', '≤ 3.00 ERA Season')","('Chicago  White Sox', '200+ Wins Career Pitching')","('St. Louis Cardinals', 'Atlanta Braves')","('St. Louis Cardinals', '≤ 3.00 ERA Season')","('St. Louis Cardinals', '200+ Wins Career Pitching')","('Houston Astros', 'Atlanta Braves')","('Houston Astros', '≤ 3.00 ERA Season')","('Houston Astros', '200+ Wins Career Pitching')"
367,"('Kansas City Royals', 'Seattle Mariners')","('Kansas City Royals', 'New York Mets')","('Kansas City Royals', 'Played Shortstop min. 1 game')","('Philadelphia Phillies', 'Seattle Mariners')","('Philadelphia Phillies', 'New York Mets')","('Philadelphia Phillies', 'Played Shortstop min. 1 game')","('Silver Slugger', 'Seattle Mariners')","('Silver Slugger', 'New York Mets')","('Silver Slugger', 'Played Shortstop min. 1 game')"
368,"('Seattle Mariners', 'Texas Rangers')","('Seattle Mariners', 'All Star')","('Seattle Mariners', '300+ HR Career Batting')","('Atlanta Braves', 'Texas Rangers')","('Atlanta Braves', 'All Star')","('Atlanta Braves', '300+ HR Career Batting')","('New York Yankees', 'Texas Rangers')","('New York Yankees', 'All Star')","('New York Yankees', '300+ HR Career Batting')"
369,"('Boston   Red Sox', 'Los Angeles Angels')","('Boston   Red Sox', '100+ RBI Season Batting')","('Boston   Red Sox', '20+ Win Season Pitching')","('Oakland Athletics', 'Los Angeles Angels')","('Oakland Athletics', '100+ RBI Season Batting')","('Oakland Athletics', '20+ Win Season Pitching')","('St. Louis Cardinals', 'Los Angeles Angels')","('St. Louis Cardinals', '100+ RBI Season Batting')","('St. Louis Cardinals', '20+ Win Season Pitching')"
370,"('Hall of Fame', '3000+ Hits Career Batting')","('Hall of Fame', 'Gold Glove')","('Hall of Fame', '.300+ AVG Career Batting')","('6+ WAR Season', '3000+ Hits Career Batting')","('6+ WAR Season', 'Gold Glove')","('6+ WAR Season', '.300+ AVG Career Batting')","('Played Center Field min. 1 game', '3000+ Hits Career Batting')","('Played Center Field min. 1 game', 'Gold Glove')","('Played Center Field min. 1 game', '.300+ AVG Career Batting')"
371,"('Baltimore Orioles', 'Cincinnati Reds')","('Baltimore Orioles', '.300+ AVG Season Batting')","('Baltimore Orioles', '30+ HR Season Batting')","('Pittsburgh Pirates', 'Cincinnati Reds')","('Pittsburgh Pirates', '.300+ AVG Season Batting')","('Pittsburgh Pirates', '30+ HR Season Batting')","('Washington Nationals', 'Cincinnati Reds')","('Washington Nationals', '.300+ AVG Season Batting')","('Washington Nationals', '30+ HR Season Batting')"
372,"('Cleveland Guardians', 'Atlanta Braves')","('Cleveland Guardians', 'Arizona Diamondbacks')","('Cleveland Guardians', '200+ K Season Pitching')","('Los Angeles Dodgers', 'Atlanta Braves')","('Los Angeles Dodgers', 'Arizona Diamondbacks')","('Los Angeles Dodgers', '200+ K Season Pitching')","('New York Yankees', 'Atlanta Braves')","('New York Yankees', 'Arizona Diamondbacks')","('New York Yankees', '200+ K Season Pitching')"
373,"('Minnesota Twins', 'Milwaukee Brewers')","('Minnesota Twins', 'Played Third Base min. 1 game')","('Minnesota Twins', 'Born Outside US 50 States and DC')","('Detroit Tigers', 'Milwaukee Brewers')","('Detroit Tigers', 'Played Third Base min. 1 game')","('Detroit Tigers', 'Born Outside US 50 States and DC')","('Chicago Cubs', 'Milwaukee Brewers')","('Chicago Cubs', 'Played Third Base min. 1 game')","('Chicago Cubs', 'Born Outside US 50 States and DC')"
374,"('Tampa Bay Rays', 'Chicago  White Sox')","('Tampa Bay Rays', 'New York Mets')","('Tampa Bay Rays', '40+ WAR Career')","('Houston Astros', 'Chicago  White Sox')","('Houston Astros', 'New York Mets')","('Houston Astros', '40+ WAR Career')","('Pitched min. 1 game', 'Chicago  White Sox')","('Pitched min. 1 game', 'New York Mets')","('Pitched min. 1 game', '40+ WAR Career')"
375,"('San Francisco Giants', 'Pittsburgh Pirates')","('San Francisco Giants', 'Texas Rangers')","('San Francisco Giants', 'Only One Team')","('San Diego Padres', 'Pittsburgh Pirates')","('San Diego Padres', 'Texas Rangers')","('San Diego Padres', 'Only One Team')","('2000+ K Career Pitching', 'Pittsburgh Pirates')","('2000+ K Career Pitching', 'Texas Rangers')","('2000+ K Career Pitching', 'Only One Team')"
376,"('Kansas City Royals', 'Philadelphia Phillies')","('Kansas City Royals', 'Toronto  Blue Jays')","('Kansas City Royals', '100+ Run Season Batting')","('Played Second Base min. 1 game', 'Philadelphia Phillies')","('Played Second Base min. 1 game', 'Toronto  Blue Jays')","('Played Second Base min. 1 game', '100+ Run Season Batting')","('Silver Slugger', 'Philadelphia Phillies')","('Silver Slugger', 'Toronto  Blue Jays')","('Silver Slugger', '100+ Run Season Batting')"
377,"('300+ Wins Career Pitching', '10+ Win Season Pitching')","('300+ Wins Career Pitching', 'Hall of Fame')","('300+ Wins Career Pitching', 'All Star')","('300+ Save Career Pitching', '10+ Win Season Pitching')","('300+ Save Career Pitching', 'Hall of Fame')","('300+ Save Career Pitching', 'All Star')","('≤ 3.00 ERA Career Pitching', '10+ Win Season Pitching')","('≤ 3.00 ERA Career Pitching', 'Hall of Fame')","('≤ 3.00 ERA Career Pitching', 'All Star')"
378,"('Oakland Athletics', 'Miami Marlins')","('Oakland Athletics', 'Boston   Red Sox')","('Oakland Athletics', 'Played Right Field min. 1 game')","('New York Yankees', 'Miami Marlins')","('New York Yankees', 'Boston   Red Sox')","('New York Yankees', 'Played Right Field min. 1 game')","('New York Mets', 'Miami Marlins')","('New York Mets', 'Boston   Red Sox')","('New York Mets', 'Played Right Field min. 1 game')"
379,"('30+ SB Season', '100+ RBI Season Batting')","('30+ SB Season', 'St. Louis Cardinals')","('30+ SB Season', 'Played First Base min. 1 game')","('2000+ Hits Career Batting', '100+ RBI Season Batting')","('2000+ Hits Career Batting', 'St. Louis Cardinals')","('2000+ Hits Career Batting', 'Played First Base min. 1 game')","('MVP', '100+ RBI Season Batting')","('MVP', 'St. Louis Cardinals')","('MVP', 'Played First Base min. 1 game')"
380,"('San Francisco Giants', 'Atlanta Braves')","('San Francisco Giants', 'Milwaukee Brewers')","('San Francisco Giants', '30+ HR Season Batting')","('Cincinnati Reds', 'Atlanta Braves')","('Cincinnati Reds', 'Milwaukee Brewers')","('Cincinnati Reds', '30+ HR Season Batting')","('Played Shortstop min. 1 game', 'Atlanta Braves')","('Played Shortstop min. 1 game', 'Milwaukee Brewers')","('Played Shortstop min. 1 game', '30+ HR Season Batting')"
381,"('Texas Rangers', 'Chicago  White Sox')","('Texas Rangers', 'First Round Draft Pick')","('Texas Rangers', '200+ Hits Season Batting')","('Cleveland Guardians', 'Chicago  White Sox')","('Cleveland Guardians', 'First Round Draft Pick')","('Cleveland Guardians', '200+ Hits Season Batting')","('Pittsburgh Pirates', 'Chicago  White Sox')","('Pittsburgh Pirates', 'First Round Draft Pick')","('Pittsburgh Pirates', '200+ Hits Season Batting')"
382,"('Colorado Rockies', 'Oakland Athletics')","('Colorado Rockies', 'Washington Nationals')","('Colorado Rockies', 'Born Outside US 50 States and DC')","('New York Yankees', 'Oakland Athletics')","('New York Yankees', 'Washington Nationals')","('New York Yankees', 'Born Outside US 50 States and DC')","('6+ WAR Season', 'Oakland Athletics')","('6+ WAR Season', 'Washington Nationals')","('6+ WAR Season', 'Born Outside US 50 States and DC')"
383,"('Seattle Mariners', 'Baltimore Orioles')","('Seattle Mariners', '.300+ AVG Season Batting')","('Seattle Mariners', '≤ 3.00 ERA Season')","('Minnesota Twins', 'Baltimore Orioles')","('Minnesota Twins', '.300+ AVG Season Batting')","('Minnesota Twins', '≤ 3.00 ERA Season')","('Los Angeles Angels', 'Baltimore Orioles')","('Los Angeles Angels', '.300+ AVG Season Batting')","('Los Angeles Angels', '≤ 3.00 ERA Season')"
384,"('Detroit Tigers', 'Played Second Base min. 1 game')","('Detroit Tigers', '200+ Wins Career Pitching')","('Detroit Tigers', 'Played Outfield min. 1 game')","('Los Angeles Dodgers', 'Played Second Base min. 1 game')","('Los Angeles Dodgers', '200+ Wins Career Pitching')","('Los Angeles Dodgers', 'Played Outfield min. 1 game')","('Gold Glove', 'Played Second Base min. 1 game')","('Gold Glove', '200+ Wins Career Pitching')","('Gold Glove', 'Played Outfield min. 1 game')"
385,"('Chicago Cubs', 'Pittsburgh Pirates')","('Chicago Cubs', '2000+ K Career Pitching')","('Chicago Cubs', 'Threw a No-Hitter')","('Philadelphia Phillies', 'Pittsburgh Pirates')","('Philadelphia Phillies', '2000+ K Career Pitching')","('Philadelphia Phillies', 'Threw a No-Hitter')","('20+ Win Season Pitching', 'Pittsburgh Pirates')","('20+ Win Season Pitching', '2000+ K Career Pitching')","('20+ Win Season Pitching', 'Threw a No-Hitter')"
386,"('Oakland Athletics', 'Toronto  Blue Jays')","('Oakland Athletics', 'Arizona Diamondbacks')","('Oakland Athletics', 'Played Catcher min. 1 game')","('Boston   Red Sox', 'Toronto  Blue Jays')","('Boston   Red Sox', 'Arizona Diamondbacks')","('Boston   Red Sox', 'Played Catcher min. 1 game')","('St. Louis Cardinals', 'Toronto  Blue Jays')","('St. Louis Cardinals', 'Arizona Diamondbacks')","('St. Louis Cardinals', 'Played Catcher min. 1 game')"
387,"('Cincinnati Reds', 'Kansas City Royals')","('Cincinnati Reds', '100+ RBI Season Batting')","('Cincinnati Reds', '30+ SB Season')","('Tampa Bay Rays', 'Kansas City Royals')","('Tampa Bay Rays', '100+ RBI Season Batting')","('Tampa Bay Rays', '30+ SB Season')","('Chicago  White Sox', 'Kansas City Royals')","('Chicago  White Sox', '100+ RBI Season Batting')","('Chicago  White Sox', '30+ SB Season')"
388,"('New York Mets', 'Cleveland Guardians')","('New York Mets', 'Washington Nationals')","('New York Mets', '300+ HR Career Batting')","('Milwaukee Brewers', 'Cleveland Guardians')","('Milwaukee Brewers', 'Washington Nationals')","('Milwaukee Brewers', '300+ HR Career Batting')","('Only One Team', 'Cleveland Guardians')","('Only One Team', 'Washington Nationals')","('Only One Team', '300+ HR Career Batting')"
389,"('Houston Astros', 'New York Yankees')","('Houston Astros', 'San Francisco Giants')","('Houston Astros', 'Played Center Field min. 1 game')","('San Diego Padres', 'New York Yankees')","('San Diego Padres', 'San Francisco Giants')","('San Diego Padres', 'Played Center Field min. 1 game')","('40+ WAR Career', 'New York Yankees')","('40+ WAR Career', 'San Francisco Giants')","('40+ WAR Career', 'Played Center Field min. 1 game')"
390,"('Atlanta Braves', 'Seattle Mariners')","('Atlanta Braves', 'Baltimore Orioles')","('Atlanta Braves', '≤ 3.00 ERA Season')","('Miami Marlins', 'Seattle Mariners')","('Miami Marlins', 'Baltimore Orioles')","('Miami Marlins', '≤ 3.00 ERA Season')","('Rookie of the Year', 'Seattle Mariners')","('Rookie of the Year', 'Baltimore Orioles')","('Rookie of the Year', '≤ 3.00 ERA Season')"
391,"('2000+ Hits Career Batting', 'All Star')","('2000+ Hits Career Batting', 'Hall of Fame')","('2000+ Hits Career Batting', '40+ HR Season Batting')","('Born Outside US 50 States and DC', 'All Star')","('Born Outside US 50 States and DC', 'Hall of Fame')","('Born Outside US 50 States and DC', '40+ HR Season Batting')","('Played First Base min. 1 game', 'All Star')","('Played First Base min. 1 game', 'Hall of Fame')","('Played First Base min. 1 game', '40+ HR Season Batting')"
392,"('Oakland Athletics', 'Cleveland Guardians')","('Oakland Athletics', 'Texas Rangers')","('Oakland Athletics', 'Philadelphia Phillies')","('Cincinnati Reds', 'Cleveland Guardians')","('Cincinnati Reds', 'Texas Rangers')","('Cincinnati Reds', 'Philadelphia Phillies')","('Boston   Red Sox', 'Cleveland Guardians')","('Boston   Red Sox', 'Texas Rangers')","('Boston   Red Sox', 'Philadelphia Phillies')"
393,"('Los Angeles Angels', 'Played Left Field min. 1 game')","('Los Angeles Angels', 'Played Center Field min. 1 game')","('Los Angeles Angels', 'Played Right Field min. 1 game')","('Chicago Cubs', 'Played Left Field min. 1 game')","('Chicago Cubs', 'Played Center Field min. 1 game')","('Chicago Cubs', 'Played Right Field min. 1 game')","('Minnesota Twins', 'Played Left Field min. 1 game')","('Minnesota Twins', 'Played Center Field min. 1 game')","('Minnesota Twins', 'Played Right Field min. 1 game')"
394,"('Milwaukee Brewers', 'Toronto  Blue Jays')","('Milwaukee Brewers', 'Played Outfield min. 1 game')","('Milwaukee Brewers', '30+ SB Season')","('New York Mets', 'Toronto  Blue Jays')","('New York Mets', 'Played Outfield min. 1 game')","('New York Mets', '30+ SB Season')","('Baltimore Orioles', 'Toronto  Blue Jays')","('Baltimore Orioles', 'Played Outfield min. 1 game')","('Baltimore Orioles', '30+ SB Season')"
395,"('St. Louis Cardinals', 'Detroit Tigers')","('St. Louis Cardinals', '6+ WAR Season')","('St. Louis Cardinals', '300+ HR Career Batting')","('Chicago  White Sox', 'Detroit Tigers')","('Chicago  White Sox', '6+ WAR Season')","('Chicago  White Sox', '300+ HR Career Batting')","('MVP', 'Detroit Tigers')","('MVP', '6+ WAR Season')","('MVP', '300+ HR Career Batting')"
396,"('10+ HR Season Batting', 'Hall of Fame')","('10+ HR Season Batting', 'All Star')","('10+ HR Season Batting', 'Played In Major Negro Lgs')","('10+ Win Season Pitching', 'Hall of Fame')","('10+ Win Season Pitching', 'All Star')","('10+ Win Season Pitching', 'Played In Major Negro Lgs')","('.300+ AVG Career Batting', 'Hall of Fame')","('.300+ AVG Career Batting', 'All Star')","('.300+ AVG Career Batting', 'Played In Major Negro Lgs')"
397,"('Oakland Athletics', 'Kansas City Royals')","('Oakland Athletics', 'Washington Nationals')","('Oakland Athletics', 'Gold Glove')","('Cleveland Guardians', 'Kansas City Royals')","('Cleveland Guardians', 'Washington Nationals')","('Cleveland Guardians', 'Gold Glove')","('100+ RBI Season Batting', 'Kansas City Royals')","('100+ RBI Season Batting', 'Washington Nationals')","('100+ RBI Season Batting', 'Gold Glove')"
